"id","date","type","feature_type","feature_subtype","description","detail","lon","lat"
2464,2023-01-20 14:47:50,"hazard-concern","crossing issue","crosswalk needed","Rien n'est fait pour les personnes à pied ou à vélo pour traverser Saint-Raymond ... Alors qu'on est à côté d'un parc prévu pour les jeunes, et d'un centre communautaire ! Résultat : des jeunes traversent Saint-Raymond en courant pour éviter de se faire lutter.","crosswalk needed",-75.7424303223622,45.4469543989247
2468,2023-01-20 17:19:34,"hazard-concern","safety/comfort concern","other","Ce tronçon se doit de faire partie du plan d'aménagement directeur et officiel en tant que sentier Multi-usages et donc, bénéficier d'un entretien programmé sur toute l'année.","safety/comfort concern (other)",-75.7152430793083,45.4584054649161
2469,2023-01-20 20:06:43,"hazard-concern","safety/comfort concern","other users - bicycle","Lorsqu'on arrive a la fin de cette piste cyclable, pour rejoindre la piste derrière l'école Secondaire de l'Ile, on doit traverser et descendre le Boulevard Montclair qui n'a aucun amménagement. C'est super stressant d'avoir les voitures qui circulent rapidement directement à coté de nous en vélo sans aucune séparation. ","other users - bicycle",-75.7278373485779,45.4406861853089
2470,2023-01-20 20:10:57,"hazard-concern","crossing issue","drivers don't stop or yield to pedestrians","Avec les voitures remontant Brodeur sans visibilité, la traversé de cette intersection s'effectue toujours avec une touche d'adrénaline, surtout avec les jeunes enfants. ","drivers don't stop or yield to pedestrians",-75.7467149882452,45.4364357820057
2471,2023-01-20 20:10:57,"hazard-concern","crossing issue","drivers don't stop or yield to pedestrians","Je ne sais pas comment les feux sont configurés mais lorsque le feux piéton pour traversé Bellehumeur apparaît, les voitures continuent de tourner à gauche. Je n'ose pas m'engager et j'attends, parfois le temps pour traverser est écoulé!","drivers don't stop or yield to pedestrians",-75.6932251039553,45.4804062935291
2472,2023-01-20 20:10:57,"hazard-concern","crossing issue","signal - pedestrian interval too short","La traverse de piéton n'est pas synchroniser avec le feu rouge du Rapibus. Le signal piéton s'éteint et le feu du Rapibus est rouge et les autos circule sur De La Gappe pour une autre minute. Pourquoi ne peut-on pas traverser?","signal - pedestrian interval too short",-75.7158570474507,45.4695492097901
2473,2023-01-20 20:10:57,"hazard-concern","safety/comfort concern","other","La qualité de la chaussée dans l'accotement de ce coin de St-Joseph est effrayante. À vélo ça cause une grande distraction. Dangereux.","safety/comfort concern (other)",-75.7335129102342,45.4242617025375
2475,2023-01-21 22:06:00,"hazard-concern","crossing issue","drivers don't stop or yield to pedestrians","Je vois des automobilistes brûler le feu rouge chaque jour, et ce, en accélérant et en passant 3+ secondes après que la lumière soit rouge. Les 2 lumières créent de la confusion quand on conduit direction est, alors les gens n'arrêtent pas.","drivers don't stop or yield to pedestrians",-75.7476841664616,45.4212826262662
2477,2023-01-20 22:30:00,"hazard-concern","crossing issue","other","L'intersection a 6 voies (2 est/ouest, 4 nord/sud) et une piste cyclable. Les rues sont 50km/hr et les voitures roulent vite. Il y a un arrêt, mais il est difficile d'estimer l'ordre de passage. C'est dangeureux, surtout en heure de pointe.  Les voitures ne respectent pas la priorité piétons ou tournent sur gamelin alors qu'ils sont engagés. Une voiture venant de moussette direction sud qui tournait à gauche a failli percuter le  brigadier qui avait son signe d'arrêt visible. ","crossing issue (other)",-75.7439294644491,45.4432607521807
2478,2023-01-22 01:30:00,"hazard-concern","crossing issue","signal - button difficult to access","E-Scooter blocking push button","signal - button difficult to access",-119.855281206601,34.4172425652653
2479,2023-01-22 21:47:19,"hazard-concern","crossing issue","conflict with vehicles turning righton red","Il arrive souvent que des quasi-collisions avec des auto et des piétons et vélos arrivent à cette intersection les véhicule qui tournent à droite sur la rouge.","conflict with vehicles turning righton red",-75.693021146396,45.4744641283663
2482,2023-01-22 22:00:32,"hazard-concern","safety/comfort concern","other","Les autobus qui tourne du chemin de la savane vers la rue Saint-Josaphat à droite, doivent souvent coupé le coin cours et monter sur le trottoir ou obliger les automobiles attendant à la lumière de reculer pour pouvoir compléter le virage sécuritairement.","safety/comfort concern (other)",-75.6929120970185,45.4742907408526
2485,2023-01-22 22:00:32,"hazard-concern","side walk infrastructure issue","obstruction - vegetaion that narrows pathway","C'est un trottoir plus ancien donc moins large et en plus une haie de cèdre empiète sur le trottoir.","obstruction - vegetaion that narrows pathway",-75.6916804645022,45.4704049342457
2486,2023-01-20 20:46:00,"hazard-concern","crossing issue","drivers don't stop or yield to pedestrians","Les jeunes écoliers se font klaxonner ou couper le passages quand il traverse la rue et très large et les gens roule vite.","drivers don't stop or yield to pedestrians",-75.6912674492175,45.4703755480417
2487,2023-01-18 20:39:00,"hazard-concern","safety/comfort concern","vehicles - number makes uncomfortable","Le stationnement étant permis dans cette rue les gens venant chercher leurs enfants se stationne n'importe comment. Le trottoir n'est pas large les enfants doivent souvent marcher dans la rue du aux nombres élever d'utilisateurs.","vehicles - number makes uncomfortable",-75.6907731843485,45.4704033043994
2488,2023-01-21 00:44:00,"hazard-concern","side walk infrastructure issue","other","Pas de trottoir sur côté est de Boudrias et toujours des voitures stationnées. Dangereux de traverser en groupe de 15 personnes le matin avec les enfants.","side walk infrastructure issue (other)",-75.7479383834879,45.4211705898974
2490,2023-01-23 13:30:09,"hazard-concern","crossing issue","drivers don't stop or yield to pedestrians","Il est très difficile de traverser les deux entrés/sorties de bretelle d'autoroute. Les voitures sont très nombreuses et ne laissent pas passer les piétons. C'est dangereux.","drivers don't stop or yield to pedestrians",-71.2671753523047,46.7247610839869
2492,2023-01-23 13:30:09,"hazard-concern","crossing issue","drivers don't stop or yield to pedestrians","Le passage piétonnier qui traverse la bretelle d'autoroute est dangereux. Les voitures roulent très rapidement et ne s'arrêtent pas pour les piétons. Il faut traverser en courant pour ne pas se faire frapper et l'achalandage des voitures est élevé dans la zone.","drivers don't stop or yield to pedestrians",-71.2675357364327,46.7248297335192
2493,2023-01-23 14:40:22,"hazard-concern","crossing issue","other","De nombreuses voitures venant de l'est tournent à gauche malgré l'interdiction, rendant la traversée dangereuse pour les piétons. ","crossing issue (other)",-75.7479107671471,45.4212117692582
2494,2023-01-20 12:50:00,"hazard-concern","crossing issue","other","De nombreuses voitures ne respectent pas le feu rouge. ","crossing issue (other)",-75.7477139531275,45.4212801582764
2498,2023-01-24 00:41:43,"hazard-concern","safety/comfort concern","vehicles - number makes uncomfortable","Les véhicules se stationnent constamment à 1 pied seulement de la piste cyclable. J'ai déjà été frappé à cet endroit par une voiture. Et en se stationnement à 1 pied de la piste cyclable, les véhicules nuisent à la visibilité des autres automobilistes ET des cyclistes.","vehicles - number makes uncomfortable",-73.5738903990778,45.4776196546734
2499,2023-01-24 01:45:48,"hazard-concern","crossing issue","drivers don't stop or yield to pedestrians","Les automobilistes tournant de Vanier vers le Maxi ne prêtent pas toujours attention aux piétons et cycliste empruntant la piste de ce côté du chemin.","drivers don't stop or yield to pedestrians",-75.8089643645983,45.4167980376657
2500,2023-01-24 01:45:48,"hazard-concern","safety/comfort concern","other users - bicycle","C'est un boulevard toute simplement dangereux, surtout en descendant la côté. Le boulevard est pourtant amplement assez large pour y mettre une bande cyclable.","other users - bicycle",-75.7314481657252,45.4403304150231
2501,2023-01-13 08:32:00,"hazard-concern","safety/comfort concern","other","Lorsque l’on veut tourner à gauche sur la lumière, c’est difficile car on a jamais la priorité et il y a souvent beaucoup de voitures.","safety/comfort concern (other)",-73.2203396884293,45.3128062083047
2504,2023-01-23 16:00:00,"hazard-concern","crossing issue","drivers don't stop or yield to pedestrians","Il y a plusieurs personnes âgées dans le secteur et les conducteurs roulent très vite et ne cèdent pas le passage au passage piétons","drivers don't stop or yield to pedestrians",-71.2524318212175,46.794650118224
2505,2023-01-21 18:00:00,"hazard-concern","crossing issue","drivers don't stop or yield to pedestrians","Malgré la présence d'un feu clignotant et d'une traverse côté nord, les autos ne s'arrêtent pas. Ça arrive parfois mais c'est une exception. Ce croisement est problématique pour les piétons et les cyclistes.","drivers don't stop or yield to pedestrians",-73.1207657042014,46.0224891473256
2506,2023-01-24 08:43:59,"hazard-concern","safety/comfort concern","personal safety - inaequate lighting","Les auto arrivant du nord et entrant à l’Ile des Soeurs sont nombreux et l’éclairage est insuffisant.  Des lumières activés par le piéton, comme celles au rond point près de l’école des Marguerites seraient appréciées.  On pourrait aussi activer les lumières qui ont été ajoutées mais n’ont jamais fonctionnées.","personal safety - inaequate lighting",-73.5441934939881,45.4692159127577
2507,2023-01-23 11:30:00,"hazard-concern","crossing issue","conflict with vehicles turning right","Les véhicules qui proviennent du boulevard Saint-Michel en direction sud veulent éviter le feu de circulation au coin de la rue Sherbrooke.  Ils empruntent la rue Rivier, puis la rue Darling et tournent à droite sur la rue Sherbrooke en direction ouest.  Il y a un conflit avec les piétons car les véhicules s’engagent pleinement dans l’intersection sans regarder à leur droite, voulant tourner le plus vite possible sur Sherbrooke.","conflict with vehicles turning right",-73.5564112762656,45.5453525002983
2508,2023-01-23 23:15:00,"hazard-concern","safety/comfort concern","vehicles - speed makes uncomfortable","Effet de vitesse des voitures qui arrivent trop vite du viaduc et roulent bien au-delà de la vitesse jusqu’à l’arrêt au coon de Ducharme. Hors pointe, on a observé avec une application des vitesses de 80 km/h chaque 5 minutes.","vehicles - speed makes uncomfortable",-73.6200229303888,45.5188459138363
2512,2022-12-03 14:26:00,"hazard-concern","crossing issue","other","Intersection mal éclairée la nuit, sous la pluie. Bien que je roulais à très basse vitesse, j'ai manqué frappé deux piétons vêtus en noir. ","crossing issue (other)",-73.5783908033179,45.5356766200082
2513,2023-01-23 12:34:00,"hazard-concern","side walk infrastructure issue","other","Tout le long de la route principale il n’y a pas de trottoir ni de piste cyclable. Les camions et les voitures passent rapidement et c’est impossible de se rendre à l’école d’une autre façon que par la voiture. ","side walk infrastructure issue (other)",-73.4247913282617,46.1000347925475
